Feature 1,Feature 2,Feature 3
0.3630677372,0.7025089606,0.3088235294
0.3101319367,0.7073170732,0.3484848485
0.2242987049,0.701369863,0.3039215686
0.26778221950000003,0.7151515152,0.3647798742
0.5859781732,0.8373493976,0.7528089888
0.2602495555,0.7168458781,0.3401360544
0.2070196678,0.7529411765,0.3096774194
0.20604084590000002,0.7455621302000001,0.3116883117
0.3485296788,0.7223719677,0.35359116020000003
0.4051874701,0.7159353349,0.41052631580000004
0.20830016850000002,0.7557603687000001,0.3125
0.2566037114,0.75,0.3203463203
0.2743128228,0.7323943662,0.3444976077
0.29958419940000003,0.7232472325,0.3225806452
0.21472646820000002,0.7323943662,0.3203883495
0.21144800900000002,0.7323943662,0.3317535545
0.23746784510000002,0.7557603687000001,0.3367346939
0.20846406650000002,0.7441860465,0.3105022831
0.24623480450000002,0.7529411765,0.3292682927
0.2280068215,0.7068965517,0.312849162
0.2654953952,0.7529411765,0.3636363636
0.24139525720000002,0.7664233577,0.3294117647
0.2483762961,0.7787610619,0.3443708609
0.27420000650000004,0.7222222222,0.3141361257
0.2532951161,0.7529411765,0.3489932886
0.2472490151,0.7073170732,0.3611111111
0.2065591118,0.7885714286000001,0.3461538462
0.2353393622,0.7529411765,0.3962264151
0.2464751509,0.7525773196000001,0.3469387755
0.208020387,0.7552447552,0.3144654088
0.26416065850000003,0.7978142077,0.41379310340000003
0.242535625,0.7896440129000001,0.4146341463
0.2239055378,0.7679324895,0.4
0.2195814375,0.7640449438,0.3888888889
0.2075498087,0.774566474,0.3034482759
0.22181042310000001,0.7100591716,0.35761589400000005
0.3261496993,0.7529411765,0.3816793893
0.2447101161,0.7044534413,0.3076923077
0.2392231652,0.8222222222000001,0.3708609272
0.28748119980000003,0.7473841555,0.54
0.4738791022,0.8382352941000001,0.6944444444
0.2598076211,0.7529411765,0.3698630137
0.2419553954,0.7012195122,0.3194444444
0.20065371010000002,0.7208791209000001,0.3076923077
0.2177324216,0.7151515152,0.3461538462
0.2558408596,0.7529411765,0.3841059603
0.2062842493,0.7191780822,0.3191489362
0.2777460299,0.7885714286000001,0.3529411765
0.2191780822,0.7219917012,0.3285714286
0.2980056031,0.7885714286000001,0.3396226415
0.22417941530000002,0.7073170732,0.3492063492
0.2289455228,0.7136563877000001,0.3582089552
0.2134336802,0.7101200686,0.3271028037
0.2092457497,0.7032520325,0.3720930233
0.2147699377,0.7455621302000001,0.3878787879
0.3103761159,0.7885714286000001,0.49122807020000003
0.2004459314,0.7529411765,0.36
0.2187474966,0.7529411765,0.3225806452
0.2343400398,0.7455621302000001,0.3846153846
0.276107396,0.7885714286000001,0.3503649635
0.385261464,0.874251497,0.682926829
0.270533978,0.7323943660000001,0.516129032
0.264068957,0.7323943660000001,0.492307692
0.255897005,0.7323943660000001,0.47916666700000005
0.252649186,0.8588957060000001,0.574468085
0.223012656,0.728971963,0.507042254
0.20816948600000001,0.807017544,0.52173913
0.202989791,0.728971963,0.526315789
0.186586312,0.8449197860000001,0.5750000000000001
0.17633126500000001,0.8187134500000001,0.313953488
0.15782332000000002,0.851851852,0.41935483900000003
0.156400054,0.807017544,0.356435644
0.13829323100000002,0.7215189870000001,0.380952381
0.347349206,0.9420289860000001,0.404040404
0.24422088700000003,0.8522336770000001,0.47761194
0.287954274,0.729927007,0.407960199
0.282044831,0.768867925,0.40935672500000003
0.19888413200000002,0.744680851,0.479041916
0.155622379,0.714814815,0.36363636400000005
0.24368863100000002,0.7323943660000001,0.489583333
0.24353025700000003,0.7323943660000001,0.5
0.1753231728,0.7151898734000001,0.5353535354
0.1313977197,0.9205020921,0.4
0.1363671133,0.8927038627,0.3898305085
0.13175385080000002,0.8927038627,0.3636363636
0.1391893541,0.8927038627,0.3865546218
0.20083086560000002,0.7222222222,0.4378698225
0.1835857971,0.722513089,0.4245810056
0.1413829255,0.7525773196000001,0.41379310340000003
0.139601111,0.7486910995,0.3885714286
0.1361667291,0.7310344828,0.4278074866
0.1364401114,0.7290969900000001,0.42944785280000003
0.1585605263,0.7150442478,0.3829787234
0.2379621791,0.8406593407,0.4795321637
0.2531693246,0.8532608696,0.5605095541
0.20619428580000002,0.7514792899,0.4046242775
0.15135625900000002,0.7290640394,0.4026845638
0.2023591555,0.7977207977,0.49101796410000004
0.1761569678,0.8011363636000001,0.3728813559
0.2009982784,0.7790973872,0.5165562914
0.2301741145,0.8025210084000001,0.47000000000000003
0.14622873960000002,0.7540229885,0.375
0.1750825301,0.8106060606000001,0.4390243902
0.2931942334,0.8828337875000001,0.5773195876
0.1493285077,0.7507886435000001,0.4343434343
0.13686444150000002,0.7917448405,0.3222222222
0.13028382300000002,0.7525773196000001,0.358974359
0.161528478,0.7260940032000001,0.39603960400000005
0.3457232894,0.8018018018,0.48888888890000004
0.3631518003,0.9333333333,0.5454545455
0.3682007256,0.8771929825,0.6474820144
0.3831008912,0.8888888889000001,0.5167464115
0.420582673,0.8508557457,0.6565656566
0.343592214,0.7113237640000001,0.45771144280000003
0.1458376999,0.7084148728,0.3736263736
0.1418555578,0.9206349206000001,0.3220338983
0.1349322908,0.8666666667,0.325203252
0.1484159735,0.8376068376,0.34482758620000004
0.1505044684,0.8173913043000001,0.380952381
0.15283648660000002,0.7727272727000001,0.34482758620000004
0.1307192211,0.7297297297,0.3647798742
0.1355257749,0.7577092511,0.34328358210000004
0.1339754504,0.819047619,0.3076923077
0.15706855490000002,0.765743073,0.3574468085
0.1607945928,0.7602339181000001,0.3551401869
0.2174110101,0.7883959044000001,0.3771929825
0.15571691040000002,0.7492625369,0.43137254900000005
0.1712139606,0.7438596491,0.4285714286
0.16851348530000002,0.7269503546,0.4716981132
0.1557597189,0.7319587629000001,0.3727272727
0.15917451600000002,0.7370184255000001,0.3981042654
0.1483223472,0.7666098807,0.4037558685
0.1870485728,0.8738229755,0.4855967078
0.1690979175,0.8237704918000001,0.4635193133
0.140663842,0.8769841270000001,0.3022222222
0.1468557761,0.7578475336,0.4405286344
0.145506206,0.73,0.4090909091
0.1620908509,0.7709497207,0.3401360544
0.13029838600000002,0.8108108108000001,0.397515528
0.224686203,0.9719626168000001,0.5066666667
0.1764027389,0.7777777778,0.4142857143
0.22985074660000002,0.7670682731,0.33027522940000004
0.2663801301,0.7127429806000001,0.3720930233
0.1465887736,0.7727272727000001,0.40875912410000004
0.1542601971,0.7464114833000001,0.323943662
0.1434873995,0.7619047619,0.4047619048
0.1566555849,0.7125748503,0.4172661871
0.1665642426,0.7492625369,0.3141361257
0.1446485716,0.7213114754000001,0.33103448280000003
0.2330261653,0.7532894737,0.42708333330000003
0.1493649949,0.7345309381,0.33532934130000003
0.1303383877,0.7181467181000001,0.3120567376
0.1304537829,0.7476038339000001,0.4242424242
0.1357946058,0.7389558233,0.3592814371
0.1698307627,0.7579617834,0.4
0.1404904834,0.7251461988,0.4
0.1311212665,0.7556675063,0.48888888890000004
0.1513778458,0.7540322581000001,0.3897435897
0.2504673914,0.7944250871,0.3755868545
0.1536847194,0.7137546468,0.3246073298
0.2303438932,0.8594377510000001,0.46031746030000004
0.1716517125,0.7123809524,0.40178571430000004
0.1314453008,0.7291139241,0.3103448276
0.17663118500000002,0.7642526965,0.5
0.1339886005,0.7604395604,0.3756345178
0.1625880342,0.9591836735,0.4
0.1357832148,0.7388781431,0.4309392265
0.1362723001,0.7286821705000001,0.3776223776
0.15246481,0.7295081967,0.37894736840000004
0.15409179650000002,0.7357512953,0.4258064516
0.2401553425,0.7936507937,0.43410852710000003
0.1351979338,0.7191011236,0.3521126761
0.3077037312,0.9142857143,0.6019417476000001
0.1981750324,0.9395348837,0.47552447550000004
0.1725556673,0.7872340426000001,0.3902439024
0.15664386190000001,0.7472527473,0.488372093
0.1445327313,0.8367346939,0.3352601156
0.1322941826,0.7608695652,0.33566433570000004
0.1459252871,0.7130434783,0.4242424242
0.1379730388,0.7540983607,0.3305785124
0.1532687331,0.8062827225,0.5405405405
0.15705964790000002,0.7389162562,0.328358209
0.1904846343,0.7191011236,0.3384615385
0.1365137784,0.7608695652,0.3265306122
0.1335346851,0.8367346939,0.4475524476
0.20462642920000002,0.7118644068000001,0.36764705880000004
0.1334130802,0.8768472906,0.48387096770000004
0.13497769510000002,0.7675675676,0.4905660377
0.16006803860000002,0.7472527473,0.3418803419
0.1795365066,0.8125,0.3622047244
0.21918978050000001,0.8712871287,0.42666666670000003
0.1383901229,0.8367346939,0.3846153846
0.18512062140000002,0.9142857143,0.4740740741
0.1563251482,0.7724137931,0.5
0.24571156330000002,0.8367346939,0.303030303
0.1325273947,0.7872340426000001,0.3853211009
0.14322883490000002,0.7872340426000001,0.4
0.17605324390000002,0.7403314917,0.3289473684
0.1406905507,0.9514563107,0.3037974684
0.14821206180000002,0.8631578947,0.37931034480000003
0.1423122266,0.8631578947,0.4680851064
0.133339109,0.8367346939,0.4393939394
0.1357513685,0.7936507937,0.3442622951
0.1673423373,0.8768472906,0.5254237288
0.1381830003,0.8712871287,0.3262411348
0.1355094594,0.8865979381,0.328358209
0.1537443487,0.8247422680000001,0.328125
0.3372697588,0.904290429,0.41025641030000004
0.163586052,0.7163120567,0.3295454545
0.1726859312,0.7009345794,0.4623115578
0.1354796302,0.7724137931,0.368
0.1755547238,0.7701863354,0.4347826087
0.1491620933,0.7430555556,0.3866666667
0.1634312568,0.7966804979000001,0.4971098266
0.1477298257,0.7966804979000001,0.45569620250000004
0.20220944270000002,0.7586206897000001,0.6268656716000001
0.1822706564,0.7042253521,0.46052631580000003
0.13000789340000002,0.7972972973,0.3578947368
0.1665566231,0.7224669604,0.4804469274
0.1559705103,0.7276264591,0.44339622640000004
0.1680890787,0.7437185930000001,0.3506493506
0.1604196773,0.7225806452,0.3362831858
0.14287606390000002,0.8262910798,0.3602484472
0.1357693255,0.7724137931,0.3181818182
0.14880185040000002,0.7317073171,0.44970414200000003
0.1593688135,0.7724137931,0.34375000000000006
0.1737059273,0.700729927,0.37179487180000004
0.17540513670000002,0.7966804979000001,0.3225806452
0.14459277380000002,0.7113402062,0.3043478261
0.22343609590000002,0.7376237624,0.40625000000000006
0.1964500105,0.8923076923000001,0.4302325581
0.1583669173,0.7433628319000001,0.3550295858
0.20042140660000002,0.7453416149000001,0.4331210191
0.1500446607,0.7826086957,0.5287356322
0.1331138865,0.7009345794,0.39583333330000003
